Latitude,Longitude,Altitude (MSL),Satellites,Timestamp,Accel X,Accel Y,Accel Z,Altitude (AGL),Gyro X,Gyro Y,Gyro Z
0,0,0,0,0 : 0 : 5 : 0,4.04,-0.05,-9.12,0,0,0,0
0,0,0,0,0 : 0 : 5 : 20,6.2,9.35,-8.32,0,0,0,0
0,0,0,0,0 : 0 : 5 : 40,2.39,-1.44,-8.91,0,0,0,0
0,0,0,0,0 : 0 : 5 : 60,-0.48,-6.05,-10.74,0,0,0,0
0,0,0,0,0 : 0 : 5 : 80,-0.24,-2.41,-11.27,0,0,0,0
0,0,0,0,0 : 0 : 5 : 100,-1.98,-2.57,-10.69,0,0,0,0
0,0,0,0,0 : 0 : 5 : 120,-0.07,-3.41,-7.49,0,0,0,0
0,0,0,0,0 : 0 : 5 : 140,-0.49,-4.17,-7.45,0,0,0,0
0,0,0,0,0 : 0 : 5 : 160,0.57,-3.55,-7.52,0,0,0,0
0,0,0,0,0 : 0 : 5 : 180,1.93,-2.06,-8.08,0,0,0,0
0,0,0,0,0 : 0 : 5 : 200,1.49,-3.01,-9.25,0,0,0,0
0,0,0,0,0 : 0 : 5 : 220,0.01,0.01,-8.94,0,0,0,0
0,0,0,0,0 : 0 : 5 : 240,-0.19,-1.96,-8.72,0,0,0,0
0,0,0,0,0 : 0 : 5 : 260,0.68,-1.26,-8.51,0,0,0,0
0,0,0,0,0 : 0 : 5 : 280,0.01,-2.4,-9.28,0,0,0,0
0,0,0,0,0 : 0 : 5 : 300,0.57,-1.51,-8.76,0,0,0,0
0,0,0,0,0 : 0 : 5 : 320,1.31,-3.73,-9.74,0,0,0,0
0,0,0,0,0 : 0 : 5 : 340,0.04,-2.6,-10.41,0,0,0,0
0,0,0,0,0 : 0 : 5 : 360,-0.01,-3.17,-10.34,0,0,0,0
0,0,0,0,0 : 0 : 5 : 380,1.11,-4.12,-10.29,0,0,0,0
0,0,0,0,0 : 0 : 5 : 400,0.15,-3.55,-10.51,0,0,0,0
0,0,0,0,0 : 0 : 5 : 420,0.03,-3.78,-9.87,0,0,0,0
0,0,0,0,0 : 0 : 5 : 440,0.07,-3.52,-10.07,0,0,0,0
0,0,0,0,0 : 0 : 5 : 460,-0.83,-2.89,-8.56,0,0,0,0
0,0,0,0,0 : 0 : 5 : 480,-1.67,-2.84,-8.7,0,0,0,0
0,0,0,0,0 : 0 : 5 : 500,-0.98,-3.12,-9.04,0,0,0,0
0,0,0,0,0 : 0 : 5 : 520,-2.53,-2.13,-8.5,0,0,0,0
0,0,0,0,0 : 0 : 5 : 540,-3.37,-1.77,-7.02,0,0,0,0
0,0,0,0,0 : 0 : 5 : 560,-2.84,-3.29,-5.99,0,0,0,0
0,0,0,0,0 : 0 : 5 : 580,-2.68,-4.38,-7.12,0,0,0,0
0,0,0,0,0 : 0 : 5 : 600,-4.71,-3.94,-7.49,0,0,0,0
0,0,0,0,0 : 0 : 5 : 620,-3.41,-5.6,-7.37,0,0,0,0
0,0,0,0,0 : 0 : 5 : 640,-5.69,-5.85,-6.14,0,0,0,0
0,0,0,0,0 : 0 : 5 : 660,-5.89,-5.19,-6.4,0,0,0,0
0,0,0,0,0 : 0 : 5 : 680,-4.44,-5.11,-6.47,0,0,0,0
0,0,0,0,0 : 0 : 5 : 700,-5.13,-5.55,-5.66,0,0,0,0
0,0,0,0,0 : 0 : 5 : 720,-7.01,-5.9,-5.2,0,0,0,0
0,0,0,0,0 : 0 : 5 : 740,-6.34,-5.17,-5.79,0,0,0,0
0,0,0,0,0 : 0 : 5 : 760,-6.52,-6.38,-5.61,0,0,0,0
0,0,0,0,0 : 0 : 5 : 780,-5.61,-7.57,-4.31,0,0,0,0
0,0,0,0,0 : 0 : 5 : 800,-5.76,-7.67,-4.11,0,0,0,0
0,0,0,0,0 : 0 : 5 : 820,-5.31,-7.11,-4.38,0,0,0,0
0,0,0,0,0 : 0 : 5 : 840,-6.37,-6.35,-4.62,0,0,0,0
0,0,0,0,0 : 0 : 5 : 860,-5.86,-5.65,-5.02,0,0,0,0
0,0,0,0,0 : 0 : 5 : 880,-6.8,-6.14,-5.09,0,0,0,0
0,0,0,0,0 : 0 : 5 : 900,-7.97,-5.89,-4.31,0,0,0,0
0,0,0,0,0 : 0 : 5 : 920,-7.05,-6.12,-3.48,0,0,0,0
0,0,0,0,0 : 0 : 5 : 940,-7.95,-3.04,-3.68,0,0,0,0
0,0,0,0,0 : 0 : 5 : 960,-8.71,-2.32,-4.08,0,0,0,0
0,0,0,0,0 : 0 : 5 : 980,-8.03,-2.39,-4.49,0,0,0,0
0,0,0,0,0 : 0 : 6 : 0,-7.18,-3.04,-4.67,0,0,0,0
0,0,0,0,0 : 0 : 6 : 20,-6.84,-3.29,-4.71,0,0,0,0
0,0,0,0,0 : 0 : 6 : 40,-7.05,-3.36,-5.15,0,0,0,0
0,0,0,0,0 : 0 : 6 : 60,-8.43,-2.97,-5.33,0,0,0,0
0,0,0,0,0 : 0 : 6 : 80,-9.62,-2.81,-4.82,0,0,0,0
0,0,0,0,0 : 0 : 6 : 100,-6.99,-4.7,-3.83,0,0,0,0
0,0,0,0,0 : 0 : 6 : 120,-8.04,-4.22,-4.18,0,0,0,0
0,0,0,0,0 : 0 : 6 : 140,-7.51,-4.3,-4.4,0,0,0,0
0,0,0,0,0 : 0 : 6 : 160,-6.19,-5.14,-4.16,0,0,0,0
0,0,0,0,0 : 0 : 6 : 180,-8.01,-5.08,-4.14,0,0,0,0
0,0,0,0,0 : 0 : 6 : 200,-7.78,-4.59,-4.36,0,0,0,0
0,0,0,0,0 : 0 : 6 : 220,-6.96,-4.69,-4.14,0,0,0,0
0,0,0,0,0 : 0 : 6 : 240,-7.82,-5.38,-3.98,0,0,0,0
0,0,0,0,0 : 0 : 6 : 260,-6.65,-5.32,-3.63,0,0,0,0
0,0,0,0,0 : 0 : 6 : 280,-6.75,-5.3,-3.97,0,0,0,0
0,0,0,0,0 : 0 : 6 : 300,-7.3,-5.02,-4.16,0,0,0,0
0,0,0,0,0 : 0 : 6 : 320,-7.4,-4.86,-3.85,0,0,0,0
0,0,0,0,0 : 0 : 6 : 340,-6.7,-5.32,-3.64,0,0,0,0
0,0,0,0,0 : 0 : 6 : 360,-7.01,-5.24,-4.01,0,0,0,0
0,0,0,0,0 : 0 : 6 : 380,-7.67,-5.01,-4.44,0,0,0,0
0,0,0,0,0 : 0 : 6 : 400,-7.12,-4.97,-4.1,0,0,0,0
0,0,0,0,0 : 0 : 6 : 420,-7.57,-4.57,-4.3,0,0,0,0
0,0,0,0,0 : 0 : 6 : 440,-7.82,-4.37,-4.39,0,0,0,0
0,0,0,0,0 : 0 : 6 : 460,-7.21,-4.77,-4.28,0,0,0,0
0,0,0,0,0 : 0 : 6 : 480,-6.92,-4.85,-4.24,0,0,0,0
0,0,0,0,0 : 0 : 6 : 500,-7.62,-4.71,-4.35,0,0,0,0
0,0,0,0,0 : 0 : 6 : 520,-7.82,-4.72,-4.21,0,0,0,0
0,0,0,0,0 : 0 : 6 : 540,-7.16,-4.85,-4.01,0,0,0,0
0,0,0,0,0 : 0 : 6 : 560,-7.72,-4.95,-3.84,0,0,0,0
0,0,0,0,0 : 0 : 6 : 580,-7.19,-5.15,-3.68,0,0,0,0
0,0,0,0,0 : 0 : 6 : 600,-6.9,-5.21,-3.74,0,0,0,0
0,0,0,0,0 : 0 : 6 : 620,-7.55,-4.91,-3.99,0,0,0,0
0,0,0,0,0 : 0 : 6 : 640,-7.62,-4.72,-3.92,0,0,0,0
0,0,0,0,0 : 0 : 6 : 660,-7.39,-4.9,-3.94,0,0,0,0
0,0,0,0,0 : 0 : 6 : 680,-6.52,-5.15,-3.98,0,0,0,0
0,0,0,0,0 : 0 : 6 : 700,-7.07,-5.08,-3.89,0,0,0,0
0,0,0,0,0 : 0 : 6 : 720,-6.96,-5.37,-3.63,0,0,0,0
0,0,0,0,0 : 0 : 6 : 740,-6.65,-5.58,-3.67,0,0,0,0
0,0,0,0,0 : 0 : 6 : 760,-7.64,-5.42,-3.63,0,0,0,0
0,0,0,0,0 : 0 : 6 : 780,-7.54,-5.02,-3.93,0,0,0,0
0,0,0,0,0 : 0 : 6 : 800,-6.7,-5.06,-4.16,0,0,0,0
0,0,0,0,0 : 0 : 6 : 820,-6.68,-5.31,-4.22,0,0,0,0
0,0,0,0,0 : 0 : 6 : 840,-7.37,-5.3,-4.08,0,0,0,0
0,0,0,0,0 : 0 : 6 : 860,-7.27,-5.02,-3.82,0,0,0,0
0,0,0,0,0 : 0 : 6 : 880,-7.52,-5.3,-3.6,0,0,0,0
0,0,0,0,0 : 0 : 6 : 900,-7.58,-5.13,-3.55,0,0,0,0
0,0,0,0,0 : 0 : 6 : 920,-6.92,-5.2,-3.64,0,0,0,0
0,0,0,0,0 : 0 : 6 : 940,-7.01,-5.27,-3.75,0,0,0,0
0,0,0,0,0 : 0 : 6 : 960,-7.32,-5.4,-3.81,0,0,0,0
0,0,0,0,0 : 0 : 6 : 980,-7.52,-5.11,-4.16,0,0,0,0
0,0,0,0,0 : 0 : 7 : 0,-7.5,-5.03,-3.96,0,0,0,0
0,0,0,0,0 : 0 : 7 : 20,-7.47,-4.75,-3.52,0,0,0,0
0,0,0,0,0 : 0 : 7 : 40,-6.96,-4.73,-3.76,0,0,0,0
0,0,0,0,0 : 0 : 7 : 60,-6.46,-4.92,-3.88,0,0,0,0
0,0,0,0,0 : 0 : 7 : 80,-7.09,-5.33,-3.55,0,0,0,0
0,0,0,0,0 : 0 : 7 : 100,-7.04,-5.16,-3.7,0,0,0,0
0,0,0,0,0 : 0 : 7 : 120,-5.65,-4.28,-3.55,0,0,0,0
0,0,0,0,0 : 0 : 7 : 140,-3.99,-4.62,-3.02,0,0,0,0
0,0,0,0,0 : 0 : 7 : 160,-6.26,-5.02,-3.85,0,0,0,0
0,0,0,0,0 : 0 : 7 : 180,-3.66,-1.12,-0.48,0,0,0,0
0,0,0,0,0 : 0 : 7 : 200,-0.02,-0.19,0.19,0,0,0,0
0,0,0,0,0 : 0 : 7 : 220,0.04,-0.19,0.17,0,0,0,0
0,0,0,0,0 : 0 : 7 : 240,0.03,-0.19,0.2,0,0,0,0
0,0,0,0,0 : 0 : 7 : 260,0.02,-0.12,0.14,0,0,0,0
0,0,0,0,0 : 0 : 7 : 280,-0.02,-0.18,0.08,0,0,0,0
0,0,0,0,0 : 0 : 7 : 300,-0.01,-0.13,0.1,0,0,0,0
0,0,0,0,0 : 0 : 7 : 320,-0.04,-0.14,0.11,0,0,0,0
0,0,0,0,0 : 0 : 7 : 340,-0.06,-0.12,0.04,0,0,0,0
0,0,0,0,0 : 0 : 7 : 360,-0.12,-0.14,0.08,0,0,0,0
0,0,0,0,0 : 0 : 7 : 380,-0.11,-0.19,0.04,0,0,0,0
0,0,0,0,0 : 0 : 7 : 400,-0.22,-0.23,0.06,0,0,0,0
0,0,0,0,0 : 0 : 7 : 420,-0.12,-0.2,0.06,0,0,0,0
0,0,0,0,0 : 0 : 7 : 440,-0.1,-0.25,0.11,0,0,0,0
0,0,0,0,0 : 0 : 7 : 460,-0.24,-0.19,0.07,0,0,0,0
0,0,0,0,0 : 0 : 7 : 480,-0.39,-0.18,0.11,0,0,0,0
0,0,0,0,0 : 0 : 7 : 500,-0.34,-0.16,0.17,0,0,0,0
0,0,0,0,0 : 0 : 7 : 520,-0.41,-0.17,0.25,0,0,0,0
0,0,0,0,0 : 0 : 7 : 540,-0.39,-0.17,0.4,0,0,0,0
0,0,0,0,0 : 0 : 7 : 560,-0.46,-0.13,0.38,0,0,0,0
0,0,0,0,0 : 0 : 7 : 580,-0.45,-0.13,0.53,0,0,0,0
0,0,0,0,0 : 0 : 7 : 600,-0.46,-0.14,0.57,0,0,0,0
0,0,0,0,0 : 0 : 7 : 620,-0.5,0.04,0.39,0,0,0,0
0,0,0,0,0 : 0 : 7 : 640,-0.58,0,0.55,0,0,0,0
0,0,0,0,0 : 0 : 7 : 660,-5.38,9.08,12.12,0,0,0,0
0,0,0,0,0 : 0 : 7 : 680,-10.27,11.06,9.38,0,0,0,0
0,0,0,0,0 : 0 : 7 : 700,-3.14,15.61,14.16,0,0,0,0
0,0,0,0,0 : 0 : 7 : 720,3.28,19.56,13.32,0,0,0,0
0,0,0,0,0 : 0 : 7 : 740,2.63,16.88,14.23,0,0,0,0
0,0,0,0,0 : 0 : 7 : 760,6.39,10.42,13.52,0,0,0,0
0,0,0,0,0 : 0 : 7 : 780,9.6,7.69,12.65,0,0,0,0
0,0,0,0,0 : 0 : 7 : 800,3.07,7.74,11.38,0,0,0,0
0,0,0,0,0 : 0 : 7 : 820,2.35,5.82,10.46,0,0,0,0
0,0,0,0,0 : 0 : 7 : 840,3.07,5.71,9.51,0,0,0,0
0,0,0,0,0 : 0 : 7 : 860,3.27,4.75,8.58,0,0,0,0
0,0,0,0,0 : 0 : 7 : 880,5.81,8.49,4.78,0,0,0,0
0,0,0,0,0 : 0 : 7 : 900,6.38,4.72,4.74,0,0,0,0
0,0,0,0,0 : 0 : 7 : 920,6.67,2.21,3.64,0,0,0,0
0,0,0,0,0 : 0 : 7 : 940,10.89,3.22,0.9,0,0,0,0
0,0,0,0,0 : 0 : 7 : 960,14.26,1.82,0.34,0,0,0,0
0,0,0,0,0 : 0 : 7 : 980,14.67,-0.65,1.18,0,0,0,0
0,0,0,0,0 : 0 : 8 : 0,14.98,1.31,0.32,0,0,0,0
0,0,0,0,0 : 0 : 8 : 20,13.31,4.38,-0.95,0,0,0,0
0,0,0,0,0 : 0 : 8 : 40,11.38,4.89,-0.62,0,0,0,0
0,0,0,0,0 : 0 : 8 : 60,10.17,4.88,-1.84,0,0,0,0
0,0,0,0,0 : 0 : 8 : 80,12.25,8.54,-1.87,0,0,0,0
0,0,0,0,0 : 0 : 8 : 100,14.1,5.38,-2.02,0,0,0,0
0,0,0,0,0 : 0 : 8 : 120,6.46,9.6,-3.61,0,0,0,0
0,0,0,0,0 : 0 : 8 : 140,10.61,6.26,-4.96,0,0,0,0
0,0,0,0,0 : 0 : 8 : 160,10.98,6.09,-5.23,0,0,0,0
0,0,0,0,0 : 0 : 8 : 180,9.6,3.61,-5.1,0,0,0,0
0,0,0,0,0 : 0 : 8 : 200,7.9,3.01,-5.08,0,0,0,0
0,0,0,0,0 : 0 : 8 : 220,6.83,2.65,-5.16,0,0,0,0
0,0,0,0,0 : 0 : 8 : 240,5.34,0.54,-6.64,0,0,0,0
0,0,0,0,0 : 0 : 8 : 260,4.82,3.55,-6.42,0,0,0,0
0,0,0,0,0 : 0 : 8 : 280,2.35,2.78,-5.53,0,0,0,0
0,0,0,0,0 : 0 : 8 : 300,3.48,0.9,-7.69,0,0,0,0
0,0,0,0,0 : 0 : 8 : 320,2.92,0.55,-8.25,0,0,0,0
0,0,0,0,0 : 0 : 8 : 340,2.88,2.84,-8.8,0,0,0,0
0,0,0,0,0 : 0 : 8 : 360,2.02,0.46,-7.73,0,0,0,0
0,0,0,0,0 : 0 : 8 : 380,0.04,-1.98,-10.21,0,0,0,0
0,0,0,0,0 : 0 : 8 : 400,1.4,0.36,-10.93,0,0,0,0
0,0,0,0,0 : 0 : 8 : 420,0.21,-0.36,-12,0,0,0,0
0,0,0,0,0 : 0 : 8 : 440,-0.01,-3.45,-9.43,0,0,0,0
0,0,0,0,0 : 0 : 8 : 460,-1.52,-3.14,-10.27,0,0,0,0
0,0,0,0,0 : 0 : 8 : 480,-2.07,-0.85,-10.11,0,0,0,0
0,0,0,0,0 : 0 : 8 : 500,-2.74,-1.07,-7.98,0,0,0,0
0,0,0,0,0 : 0 : 8 : 520,-2.2,-1.96,-5.94,0,0,0,0
0,0,0,0,0 : 0 : 8 : 540,-3.01,-1.96,-6.93,0,0,0,0
0,0,0,0,0 : 0 : 8 : 560,-3.4,-0.2,-8.46,0,0,0,0
0,0,0,0,0 : 0 : 8 : 580,-2.89,2.99,-9.25,0,0,0,0
0,0,0,0,0 : 0 : 8 : 600,0.75,-0.48,-8.66,0,0,0,0
0,0,0,0,0 : 0 : 8 : 620,-1.97,-1.4,-8.92,0,0,0,0
0,0,0,0,0 : 0 : 8 : 640,-0.49,-2.95,-10.36,0,0,0,0
0,0,0,0,0 : 0 : 8 : 660,-0.61,-2.05,-9.88,0,0,0,0
0,0,0,0,0 : 0 : 8 : 680,0.66,-1.82,-11.13,0,0,0,0
0,0,0,0,0 : 0 : 8 : 700,0.88,-1,-13.51,0,0,0,0
0,0,0,0,0 : 0 : 8 : 720,0.91,-3.16,-14.3,0,0,0,0
0,0,0,0,0 : 0 : 8 : 740,1.67,-3.7,-12.76,0,0,0,0
0,0,0,0,0 : 0 : 8 : 760,1.24,-3.09,-9.78,0,0,0,0
0,0,0,0,0 : 0 : 8 : 780,1.89,-3.63,-10.2,0,0,0,0
0,0,0,0,0 : 0 : 8 : 800,0.7,-3.48,-10.69,0,0,0,0
0,0,0,0,0 : 0 : 8 : 820,0.24,-2.62,-9.4,0,0,0,0
0,0,0,0,0 : 0 : 8 : 840,0.57,-2.36,-7.67,0,0,0,0
0,0,0,0,0 : 0 : 8 : 860,0.62,-1.7,-7.99,0,0,0,0
0,0,0,0,0 : 0 : 8 : 880,0.03,-0.09,-8.29,0,0,0,0
0,0,0,0,0 : 0 : 8 : 900,1,-0.58,-7.59,0,0,0,0
0,0,0,0,0 : 0 : 8 : 920,1.85,-0.96,-9.11,0,0,0,0
0,0,0,0,0 : 0 : 8 : 940,2.64,-1.62,-9.01,0,0,0,0
0,0,0,0,0 : 0 : 8 : 960,2.96,-2.18,-8.95,0,0,0,0
0,0,0,0,0 : 0 : 8 : 980,2.41,-2.87,-9.63,0,0,0,0
0,0,0,0,0 : 0 : 9 : 0,3.19,-3.19,-9.89,0,0,0,0
0,0,0,0,0 : 0 : 9 : 20,3.38,-2.91,-9.83,0,0,0,0
0,0,0,0,0 : 0 : 9 : 40,3.25,-3.09,-10.24,0,0,0,0
0,0,0,0,0 : 0 : 9 : 60,3.68,-4.8,-10.71,0,0,0,0
0,0,0,0,0 : 0 : 9 : 80,2.74,-3.17,-8.05,0,0,0,0
0,0,0,0,0 : 0 : 9 : 100,2.68,-2.54,-7.71,0,0,0,0
0,0,0,0,0 : 0 : 9 : 120,2.73,-2.53,-7.66,0,0,0,0
0,0,0,0,0 : 0 : 9 : 140,2.71,-2.59,-8.17,0,0,0,0
0,0,0,0,0 : 0 : 9 : 160,2.86,-2.56,-8.39,0,0,0,0
0,0,0,0,0 : 0 : 9 : 180,3.16,-2.3,-8.23,0,0,0,0
0,0,0,0,0 : 0 : 9 : 200,3.13,-2.59,-8.12,0,0,0,0
0,0,0,0,0 : 0 : 9 : 220,3.13,-2.86,-8.28,0,0,0,0
0,0,0,0,0 : 0 : 9 : 240,3.04,-3.34,-7.88,0,0,0,0
0,0,0,0,0 : 0 : 9 : 260,3.04,-3.29,-8.26,0,0,0,0
0,0,0,0,0 : 0 : 9 : 280,3.34,-3.43,-7.97,0,0,0,0
0,0,0,0,0 : 0 : 9 : 300,3.35,-3.91,-7.47,0,0,0,0
0,0,0,0,0 : 0 : 9 : 320,3.91,-3.43,-7.89,0,0,0,0
0,0,0,0,0 : 0 : 9 : 340,3.96,-2.79,-7.97,0,0,0,0
0,0,0,0,0 : 0 : 9 : 360,3.59,-2.37,-9.22,0,0,0,0
0,0,0,0,0 : 0 : 9 : 380,5.38,-5.5,-7.05,0,0,0,0
0,0,0,0,0 : 0 : 9 : 400,3.98,-3.63,-6.92,0,0,0,0
0,0,0,0,0 : 0 : 9 : 420,3.29,-2.95,-7.43,0,0,0,0
0,0,0,0,0 : 0 : 9 : 440,3.6,-2.86,-8,0,0,0,0
0,0,0,0,0 : 0 : 9 : 460,4,-2.85,-8.08,0,0,0,0
0,0,0,0,0 : 0 : 9 : 480,4.48,-3.65,-9.02,0,0,0,0
0,0,0,0,0 : 0 : 9 : 500,4.97,-3.23,-9.44,0,0,0,0
0,0,0,0,0 : 0 : 9 : 520,5.38,-3.33,-8.69,0,0,0,0
0,0,0,0,0 : 0 : 9 : 540,4.53,-3.49,-7.82,0,0,0,0
0,0,0,0,0 : 0 : 9 : 560,4.85,-4.81,-7.41,0,0,0,0
0,0,0,0,0 : 0 : 9 : 580,4.52,-4.94,-7.75,0,0,0,0
0,0,0,0,0 : 0 : 9 : 600,3.5,-9.41,-18.15,0,0,0,0
0,0,0,0,0 : 0 : 9 : 620,3.35,-4.62,-5.74,0,0,0,0
0,0,0,0,0 : 0 : 9 : 640,2.07,-6.49,-5.63,0,0,0,0
0,0,0,0,0 : 0 : 9 : 660,1.54,-5.72,-4.12,0,0,0,0
0,0,0,0,0 : 0 : 9 : 680,2.18,-4.92,-4.27,0,0,0,0
0,0,0,0,0 : 0 : 9 : 700,2.68,-7.3,-8.33,0,0,0,0
0,0,0,0,0 : 0 : 9 : 720,3.66,-6,-7.14,0,0,0,0
0,0,0,0,0 : 0 : 9 : 740,4.06,-5.82,-5.13,0,0,0,0
0,0,0,0,0 : 0 : 9 : 760,3.75,-6.72,-5.82,0,0,0,0
0,0,0,0,0 : 0 : 9 : 780,2.58,-6.16,-9.09,0,0,0,0
0,0,0,0,0 : 0 : 9 : 800,4.22,-6.43,-9.09,0,0,0,0
0,0,0,0,0 : 0 : 9 : 820,4.65,-5.64,-8.73,0,0,0,0
0,0,0,0,0 : 0 : 9 : 840,3.56,-5.61,-7.03,0,0,0,0
0,0,0,0,0 : 0 : 9 : 860,3.04,-5.5,1.44,0,0,0,0
0,0,0,0,0 : 0 : 9 : 880,2.57,-5.84,-6.55,0,0,0,0
0,0,0,0,0 : 0 : 9 : 900,3.43,-3.83,-6.4,0,0,0,0
0,0,0,0,0 : 0 : 9 : 920,3.56,-5.06,-7.46,0,0,0,0
0,0,0,0,0 : 0 : 9 : 940,4.04,-6.3,-9.86,0,0,0,0
0,0,0,0,0 : 0 : 9 : 960,3.48,-7.04,-4.89,0,0,0,0
0,0,0,0,0 : 0 : 9 : 980,3.19,-6.3,-5.72,0,0,0,0
0,0,0,0,0 : 0 : 10 : 0,4.06,-5.38,-7.65,0,0,0,0
0,0,0,0,0 : 0 : 10 : 20,-0.42,-2.84,-10.56,0,0,0,0
0,0,0,0,0 : 0 : 10 : 40,-0.48,-2.48,-9.18,0,0,0,0
0,0,0,0,0 : 0 : 10 : 60,0.49,-2.4,-8.08,0,0,0,0
